OID_,FID_SpringCatchData_XYTableToPoint,SpringCatchData_csv_Station,SpringCatchData_csv_SampleDate,SpringCatchData_csv_Latitude,SpringCatchData_csv_Longitude,SpringCatchData_csv_CatchRowID,SpringCatchData_csv_SampleRowID,SpringCatchData_csv_OrganismCode,SpringCatchData_csv_Catch,SpringCatchData_csv_CommonName,Stations_Station,Stations_Lati,Stations_Longi,FID_RiskRegions_DWSC_Update_9292020,Subregion,area_km2,area_hecta,are_mi2,Shape_Leng
179,4593,712,10-Mar-10,38-11-00.2,121-39-14.7,4385,1790,32,1,steelhead,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
180,4594,711,10-Mar-10,38-10-34.6,121-39-38.3,4386,1791,32,1,steelhead,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
181,4618,724,10-Mar-10,38-14-08.9,121-33-32.2,4454,1813,0,0,No Catch,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
182,4711,711,07-Apr-10,38-10-31.9,121-39-27.8,4508,1856,32,1,steelhead,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
183,4712,712,07-Apr-10,38-11-0.6,121-39-6.1,4509,1857,0,0,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
184,4721,724,07-Apr-10,38-14-23.7,121-33-22.7,4518,1864,9,1,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
185,4751,724,05-May-10,38-14-11.5,121-33-33.1,4536,1885,32,4,steelhead,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
186,4752,724,05-May-10,38-14-11.5,121-33-33.1,4537,1885,9,13,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
187,4753,711,05-May-10,38-10-38.5,121-39-48,4538,1886,9,16,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
188,4757,712,05-May-10,38-10-57.1,121-39-20.2,4539,1890,9,1,chinook salmon,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
189,4842,712,12-Jan-11,38-11-16.9,121-38-36.9,4648,1930,20,1,threadfin shad,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
190,4843,711,12-Jan-11,38-10-32.2,121-39-29.2,4649,1931,32,1,steelhead,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
191,4844,724,12-Jan-11,38-14-11.9,121-33-32.4,4650,1932,20,1,threadfin shad,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
192,4845,724,12-Jan-11,38-14-11.9,121-33-32.4,4651,1932,12,1,inland silverside,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
193,4920,712,09-Feb-11,38-11-14.9,121-38-38.3,4726,1977,32,2,steelhead,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
194,4921,711,09-Feb-11,38-10-34.2,121-39-38.9,4727,1978,0,0,No Catch,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
195,4922,724,09-Feb-11,38-14-12.3,121-33-32.1,4728,1979,0,0,No Catch,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
196,4980,712,09-Mar-11,38-11-16.1,121-38-37.7,4785,2012,24,1,delta smelt,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
197,4981,712,09-Mar-11,38-11-16.1,121-38-37.7,4786,2012,63,1,Sacramento pikeminnow,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
198,4982,711,09-Mar-11,38-10-36.4,121-39-43.7,4787,2013,0,0,No Catch,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
199,4983,724,09-Mar-11,38-14-10.8,121-33-32.2,4788,2014,0,0,No Catch,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
200,5061,712,06-Apr-11,38-11-24.7,121-38-28.7,4867,2064,0,0,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
201,5062,711,06-Apr-11,38-10-37.1,121-39-41.7,4868,2065,0,0,No Catch,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
202,5063,724,06-Apr-11,38-14-09.0,121-33-32.6,4869,2066,12,3,inland silverside,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
203,5064,724,06-Apr-11,38-14-09.0,121-33-32.6,4870,2066,9,1,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
204,5107,724,04-May-11,38-14-13.1,121-33-31.5,4912,2088,9,13,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
205,5122,712,04-May-11,38-11-19.5,121-38-35.1,4927,2096,9,1,chinook salmon,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
206,5123,711,04-May-11,38-10-37.8,121-39-46.4,4928,2097,9,13,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
207,5204,712,19-Jan-12,38-11-22.0,121-38-34,5010,2150,0,0,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
208,5205,711,19-Jan-12,38-10-34.0,121-39-35.7,5009,2151,0,0,No Catch,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
209,5206,724,19-Jan-12,38-14-10.0,121-33-32.2,5008,2152,0,0,No Catch,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
210,5265,724,15-Feb-12,38-14-11.9,121-33-31.6,5081,2187,32,4,steelhead,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
211,5266,711,15-Feb-12,38-10-35.6,121-39-39,5082,2188,32,1,steelhead,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
212,5267,712,15-Feb-12,38-11-23.1,121-38-30.5,5083,2189,32,1,steelhead,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
213,5368,712,08-Mar-12,38-11-16.7,121-38-37,5800,2235,0,0,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
214,5369,711,08-Mar-12,,,5185,2236,9,1,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
215,5400,724,04-Apr-12,38-14-13.5,121-33-30.6,5219,2258,9,3,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
216,5401,711,04-Apr-12,38-10-34.4,121-39-35.7,5220,2259,9,1,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
217,5402,711,04-Apr-12,38-10-34.4,121-39-35.7,5238,2259,24,2,delta smelt,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
218,5403,712,04-Apr-12,38-11-12.4,121-38-42.2,5221,2260,63,1,Sacramento pikeminnow,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
219,5404,712,04-Apr-12,38-11-12.4,121-38-42.2,5222,2260,9,1,chinook salmon,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
220,5544,712,02-May-12,38-11-24.5,121-38-28.5,5813,2314,0,0,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
221,5545,724,02-May-12,38-14-10.5,121-33-32.3,5349,2315,9,4,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
222,5546,711,02-May-12,38-10-27.0,121-39-14.4,5350,2316,9,8,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
223,5650,712,09-Jan-13,38-11-15.1,121-38-40.3,5403,2350,0,0,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
224,5651,711,09-Jan-13,38-10-37.4,121-39-44.3,5456,2351,12,3,inland silverside,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
225,5729,712,06-Feb-13,38-11-29.7,121-38-17.8,5554,2398,0,,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
226,5730,724,06-Feb-13,38-14-14.3,121-33-30,5555,2399,12,4,inland silverside,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
227,5731,711,06-Feb-13,38-10-36.9,121-39-45.1,5556,2400,32,1,steelhead,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
228,5781,712,06-Mar-13,38-11-20.1,121-38-36.2,5593,2437,0,,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
229,5782,724,06-Mar-13,38-14-12.3,121-33-31.8,5594,2438,12,2,inland silverside,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
230,5783,724,06-Mar-13,38-14-12.3,121-33-31.8,5595,2438,9,1,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
231,5784,711,06-Mar-13,38-10-35.8,121-39-41.3,5596,2439,0,,No Catch,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
232,5853,712,04-Apr-13,38-11-35.7,121-38-6.9,5638,2469,9,1,chinook salmon,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
233,5854,711,04-Apr-13,38-10-35.6,121-39-37.4,5639,2470,9,1,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
234,5855,724,04-Apr-13,38-14-11.9,121-33-31.7,5679,2471,9,5,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
235,5982,712,01-May-13,38-11-28.6,121-38-18.2,5745,2529,0,,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
236,5983,711,01-May-13,38-10-38.2,121-39-45.3,5794,2530,9,36,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
237,5984,724,01-May-13,38-14-10.2,121-33-32.6,5795,2531,9,139,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
238,6028,712,15-Jan-14,38-11-24.4,121-38-26.6,5857,2561,20,1,threadfin shad,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
239,6029,711,15-Jan-14,38-10-32.5,121-39-34.0,5858,2562,20,2,threadfin shad,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
240,6030,724,15-Jan-14,38-14-10.3,121-33-31.5,5859,2563,0,,No Catch,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
241,6106,712,12-Feb-14,38-11-22.1,121-38-31.5,5933,2601,24,4,delta smelt,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
242,6107,712,12-Feb-14,38-11-22.1,121-38-31.5,5934,2601,12,1,inland silverside,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
243,6108,712,12-Feb-14,38-11-22.1,121-38-31.5,5935,2601,9,6,chinook salmon,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
244,6109,711,12-Feb-14,38-10-35.6,121-39-39.7,5936,2602,24,1,delta smelt,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
245,6110,711,12-Feb-14,38-10-35.6,121-39-39.7,5937,2602,20,1,threadfin shad,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
246,6111,711,12-Feb-14,38-10-35.6,121-39-39.7,5938,2602,12,5,inland silverside,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
247,6112,711,12-Feb-14,38-10-35.6,121-39-39.7,5939,2602,32,1,steelhead,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
248,6113,711,12-Feb-14,38-10-35.6,121-39-39.7,5940,2602,9,17,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
249,6114,724,12-Feb-14,38-14-11.7,121-33-32.0,5941,2603,12,25,inland silverside,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
250,6115,724,12-Feb-14,38-14-11.7,121-33-32.0,5942,2603,32,3,steelhead,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
251,6116,724,12-Feb-14,38-14-11.7,121-33-32.0,5943,2603,9,17,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
252,6166,712,12-Mar-14,38-11-30.8,121-38-15.6,5996,2621,63,1,Sacramento pikeminnow,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
253,6167,712,12-Mar-14,38-11-30.8,121-38-15.6,5997,2621,9,5,chinook salmon,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
254,6168,711,12-Mar-14,38-10-37.2,121-39-44.8,5998,2622,9,3,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
255,6268,712,08-Apr-14,38-11-22.4,121-38-32.2,6098,2670,12,1,inland silverside,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
256,6269,711,08-Apr-14,38-10-27.4,121-39-17.0,6099,2671,9,6,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
257,6271,724,08-Apr-14,38-14-13.0,121-33-31.4,6101,2673,32,2,steelhead,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
258,6272,724,08-Apr-14,38-14-13.0,121-33-31.4,6102,2673,12,2,inland silverside,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
259,6273,724,08-Apr-14,38-14-13.0,121-33-31.4,6103,2673,9,3,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
260,6359,712,07-May-14,38-11-29.0,121-38-18.6,6195,2722,0,,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
261,6364,711,07-May-14,38-10-36.7,121-39-41.6,6200,2724,0,,No Catch,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
262,6365,724,07-May-14,38-14-07.7,121-33-32.4,6201,2725,0,,No Catch,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
263,6398,711,09-Dec-14,,,6240,2741,24,1,delta smelt,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
264,6399,711,09-Dec-14,,,6241,2741,25,1,longfin smelt,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
265,6400,711,09-Dec-14,,,6242,2741,9,10,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
266,6401,711,09-Dec-14,,,6447,2741,20,23,threadfin shad,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
267,6402,711,09-Dec-14,,,6448,2741,19,6,American shad,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
268,6403,711,09-Dec-14,,,6449,2741,63,2,Sacramento pikeminnow,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
269,6418,711,09-Dec-14,38-10-38.6,121-40-02.1,6255,2750,9,5,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
270,6419,711,09-Dec-14,38-10-38.6,121-40-02.1,6441,2750,20,23,threadfin shad,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
271,6420,711,09-Dec-14,38-10-38.6,121-40-02.1,6442,2750,19,12,American shad,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
272,6421,711,09-Dec-14,38-10-38.6,121-40-02.1,6443,2750,63,1,Sacramento pikeminnow,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
273,6422,711,09-Dec-14,,,6256,2751,9,5,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
274,6423,711,09-Dec-14,,,6444,2751,20,16,threadfin shad,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
275,6424,711,09-Dec-14,,,6445,2751,19,12,American shad,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
276,6425,711,09-Dec-14,,,6446,2751,55,1,largemouth bass,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
277,6508,711,17-Dec-14,38-10-37.4,121-39-46.1,6336,2776,95,1,shimofuri goby,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
278,6509,711,17-Dec-14,38-10-37.4,121-39-46.1,6337,2776,10,7,Pacific lamprey,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
279,6510,711,17-Dec-14,38-10-37.4,121-39-46.1,6338,2776,9,1,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
280,6511,712,17-Dec-14,38-10-58.9,121-39-17.0,6339,2777,63,1,Sacramento pikeminnow,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
281,6512,712,17-Dec-14,38-10-58.9,121-39-17.0,6340,2777,10,1,Pacific lamprey,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
282,6532,724,17-Dec-14,38-14-11.9,121-33-31.9,6359,2782,55,1,largemouth bass,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
283,6533,724,17-Dec-14,38-14-11.9,121-33-31.9,6360,2782,9,2,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
284,6635,712,14-Jan-15,38-11-28.2,121-38-21.8,6521,2847,12,1,inland silverside,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
285,6724,711,11-Feb-15,38-10-35.8,121-39-40.9,6610,2886,10,4,Pacific lamprey,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
286,6725,711,11-Feb-15,38-10-35.8,121-39-40.9,6611,2886,9,8,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
287,6726,711,11-Feb-15,38-10-35.7,121-39-42.4,6612,2887,12,1,inland silverside,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
288,6727,711,11-Feb-15,38-10-35.7,121-39-42.4,6613,2887,10,1,Pacific lamprey,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
289,6728,711,11-Feb-15,38-10-35.7,121-39-42.4,6614,2887,9,11,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
290,6729,711,11-Feb-15,38-10-35.7,121-39-42.4,6615,2888,52,1,bluegill,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
291,6730,711,11-Feb-15,38-10-35.7,121-39-42.4,6616,2888,10,4,Pacific lamprey,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
292,6731,711,11-Feb-15,38-10-35.7,121-39-42.4,6617,2888,9,20,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
293,6756,712,11-Feb-15,38-11-25.1,121-38-28.4,6641,2893,10,2,Pacific lamprey,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
294,6757,712,11-Feb-15,38-11-25.1,121-38-28.4,6642,2893,32,1,steelhead,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
295,6758,712,11-Feb-15,38-11-25.1,121-38-28.4,6643,2893,95,1,shimofuri goby,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
296,6759,712,11-Feb-15,38-11-25.1,121-38-28.4,6644,2893,9,8,chinook salmon,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
297,6760,724,11-Feb-15,38-14-10.5,121-33-34.0,6645,2894,10,6,Pacific lamprey,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
298,6761,724,11-Feb-15,38-14-10.5,121-33-34.0,6647,2894,9,20,chinook salmon,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
299,6845,712,11-Mar-15,38-11-25.4,121-38-29.0,6738,2954,12,1,inland silverside,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
300,6846,724,11-Mar-15,38-14-10.9,121-33-32.2,6739,2955,0,,No Catch,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
301,6847,711,11-Mar-15,38-10-35.5,121-39-36.0,6740,2956,0,,No Catch,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
302,6848,711,11-Mar-15,38-10-35.5,121-39-36.0,6741,2957,0,,No Catch,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
303,6849,711,11-Mar-15,38-10-35.5,121-39-36.0,6742,2958,0,,No Catch,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
304,6945,712,08-Apr-15,38-11-23.0,121-38-30.7,6835,3002,29,1,splittail,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
305,6946,724,08-Apr-15,38-14-12.3,121-33-31.8,6836,3003,0,,No Catch,724,38.2369728,-121.5587769,2,Sacramento River,536,53600,207,1.544489643430000
306,6947,711,08-Apr-15,38-10-35.9,121-39-40.6,6837,3004,9,1,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
307,6948,711,08-Apr-15,38-10-35.9,121-39-40.6,6838,3005,9,4,chinook salmon,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
308,6949,711,08-Apr-15,38-10-35.9,121-39-40.6,6839,3006,32,4,steelhead,711,38.1774178,-121.6622467,2,Sacramento River,536,53600,207,1.544489643430000
309,7046,712,06-May-15,38-11-27.1,121-38-25.2,6942,3048,0,,No Catch,712,38.1914711,-121.6392212,2,Sacramento River,536,53600,207,1.544489643430000
